Date,Region,Product,Channel,SalesRep,Quantity,UnitPrice,DiscountRate,Revenue
2024-10-10,West,Widget A,Distributor,Alice,19,44.91,0.03,827.69
2024-11-12,West,Widget D,Online,Alice,64,32.69,0.09,1903.87
2024-05-21,East,Widget A,Distributor,Alice,59,39.21,0.18,1896.98
2024-03-08,West,Widget D,Retail,Alice,86,45.69,0.06,3693.58
2024-07-01,West,Widget A,Retail,Alice,48,11.39,0.17,453.78
2024-03-04,South,Widget B,Online,Eva,69,20.09,0.07,1289.18
2024-06-20,North,Widget A,Online,Alice,61,11.31,0.26,510.53
2024-08-03,West,Widget A,Online,Derek,54,27.38,0.23,1138.46
2024-12-26,East,Widget B,Online,Eva,51,27.81,0.24,1077.92
2024-06-27,West,Widget C,Distributor,Derek,28,19.37,0.24,412.19
2024-03-07,South,Widget D,Retail,Bob,91,39.74,0.15,3073.89
2024-03-27,South,Widget B,Retail,Alice,82,24.47,0.14,1725.62
2024-08-05,East,Widget D,Distributor,Derek,65,28.02,0.14,1566.32
2024-12-20,West,Widget B,Distributor,Eva,84,18.28,0.15,1305.19
2024-02-18,South,Widget A,Retail,Charlie,20,14.32,0.1,257.76
2024-12-06,North,Widget A,Retail,Bob,54,47.27,0.12,2246.27
2024-02-06,North,Widget A,Online,Eva,51,45.19,0.17,1912.89
2024-02-08,North,Widget D,Distributor,Charlie,11,15.26,0.08,154.43
2024-01-01,West,Widget D,Distributor,Derek,72,46.3,0.21,2633.54
2024-09-24,North,Widget D,Online,Eva,90,48.2,0.25,3253.5
2024-01-08,North,Widget C,Retail,Eva,47,12.38,0.18,477.13
2024-12-03,South,Widget B,Retail,Alice,36,24.76,0.04,855.71
2024-03-24,North,Widget A,Retail,Charlie,15,39.99,0.12,527.87
2024-10-11,North,Widget B,Retail,Charlie,75,33.95,0.15,2164.31
2024-02-20,South,Widget A,Online,Derek,3,38.96,0.04,112.2
2024-01-02,North,Widget B,Distributor,Bob,81,37.8,0.16,2571.91
2024-08-22,North,Widget C,Online,Bob,85,42.32,0.06,3381.37
2024-10-05,West,Widget A,Retail,Derek,21,37.7,0.13,688.78
2024-04-08,North,Widget C,Online,Eva,30,27.86,0.24,635.21
2024-07-13,West,Widget D,Distributor,Alice,63,13.95,0.27,641.56
2024-06-08,South,Widget C,Online,Derek,33,31.03,0.15,870.39
2024-06-04,North,Widget C,Online,Alice,65,47.87,0.1,2800.4
2024-07-20,West,Widget B,Distributor,Charlie,95,41.67,0.18,3246.09
2024-10-20,West,Widget A,Retail,Derek,56,49.52,0.14,2384.88
2024-04-22,North,Widget B,Online,Charlie,67,48.56,0.12,2863.1
2024-06-03,South,Widget B,Distributor,Charlie,51,10.93,0.23,429.22
2024-09-01,South,Widget B,Online,Bob,37,48.24,0.09,1624.24
2024-03-27,South,Widget D,Retail,Derek,73,49.36,0.09,3278.98
2024-05-05,West,Widget A,Online,Derek,69,16.17,0.17,926.06
2024-06-10,North,Widget B,Online,Charlie,87,27.62,0.09,2186.68
2024-04-18,East,Widget B,Online,Eva,46,37.1,0.07,1587.14
2024-05-18,East,Widget D,Distributor,Alice,92,33.32,0.3,2145.81
2024-04-20,South,Widget C,Distributor,Eva,17,39.38,0.09,609.21
2024-08-01,North,Widget D,Retail,Charlie,37,39.23,0.04,1393.45
2024-01-05,North,Widget A,Retail,Charlie,64,33.72,0.18,1769.63
2024-11-05,North,Widget C,Retail,Eva,11,31.97,0.02,344.64
2024-07-02,West,Widget A,Retail,Bob,12,48.78,0.28,421.46
2024-06-02,West,Widget D,Retail,Bob,75,18.13,0.23,1047.01
2024-07-21,West,Widget A,Distributor,Bob,81,44.62,0.29,2566.1
2024-03-22,West,Widget C,Distributor,Derek,7,48.24,0.06,317.42
2024-11-24,West,Widget D,Online,Alice,81,43.88,0.27,2594.62
2024-05-26,East,Widget B,Distributor,Charlie,69,30.42,0.19,1700.17
2024-10-13,East,Widget D,Retail,Eva,86,38.91,0.21,2643.55
2024-10-24,West,Widget B,Online,Derek,66,23.34,0.22,1201.54
2024-10-12,North,Widget B,Distributor,Charlie,19,18.03,0.3,239.8
2024-11-22,South,Widget C,Distributor,Alice,36,43.37,0.22,1217.83
2024-02-06,North,Widget D,Online,Derek,73,40.64,0.25,2225.04
2024-07-12,East,Widget D,Distributor,Alice,34,13.11,0.12,392.25
2024-12-23,East,Widget C,Distributor,Derek,77,47.91,0.02,3615.29
2024-03-01,East,Widget C,Retail,Bob,40,14.52,0.25,435.6
2024-05-23,South,Widget D,Retail,Bob,90,26.11,0.09,2138.41
2024-10-16,East,Widget C,Distributor,Charlie,93,33.33,0.25,2324.77
2024-08-20,South,Widget A,Online,Eva,19,24.31,0.19,374.13
2024-08-01,East,Widget A,Distributor,Bob,10,42.86,0.17,355.74
2024-05-27,West,Widget B,Retail,Bob,28,19.39,0.09,494.06
2024-11-30,South,Widget B,Distributor,Derek,77,46.67,0.22,2803.0
2024-01-12,East,Widget C,Retail,Bob,82,42.95,0.22,2747.08
2024-12-26,West,Widget A,Distributor,Alice,95,17.56,0.23,1284.51
2024-09-30,West,Widget B,Retail,Alice,87,33.33,0.14,2493.75
2024-11-20,West,Widget A,Online,Derek,11,43.07,0.04,454.82
2024-05-16,East,Widget B,Retail,Charlie,13,26.9,0.11,311.23
2024-02-25,West,Widget C,Online,Alice,58,11.69,0.17,562.76
2024-11-11,East,Widget A,Distributor,Bob,47,16.68,0.21,619.33
2024-01-13,North,Widget A,Distributor,Alice,68,38.1,0.09,2357.63
2024-01-21,West,Widget C,Distributor,Derek,37,11.93,0.11,392.85
2024-10-30,East,Widget D,Online,Charlie,47,14.44,0.19,549.73
2024-08-14,West,Widget A,Distributor,Alice,13,26.66,0.25,259.94
2024-01-31,South,Widget D,Online,Alice,38,28.89,0.26,812.39
2024-04-09,North,Widget C,Online,Eva,34,25.79,0.28,631.34
2024-10-18,South,Widget C,Retail,Derek,44,25.81,0.21,897.16
2024-03-05,West,Widget A,Distributor,Charlie,13,12.32,0.03,155.36
2024-05-17,North,Widget D,Distributor,Eva,74,10.59,0.11,697.46
2024-10-06,South,Widget B,Online,Derek,14,26.55,0.15,315.94
2024-04-20,South,Widget A,Retail,Derek,24,38.99,0.26,692.46
2024-07-06,South,Widget B,Online,Derek,28,20.69,0.07,538.77
2024-04-01,South,Widget D,Distributor,Eva,42,40.81,0.24,1302.66
2024-06-10,North,Widget B,Distributor,Eva,25,40.93,0.16,859.53
2024-08-31,North,Widget B,Distributor,Eva,77,48.97,0.25,2828.02
2024-06-08,East,Widget D,Online,Alice,72,18.28,0.05,1250.35
2024-04-13,East,Widget A,Online,Eva,98,34.13,0.14,2876.48
2024-05-03,East,Widget D,Retail,Derek,90,49.61,0.07,4152.36
2024-11-07,West,Widget D,Retail,Charlie,15,32.45,0.23,374.8
2024-01-17,East,Widget B,Distributor,Bob,57,34.9,0.23,1531.76
2024-10-27,East,Widget C,Online,Eva,72,35.44,0.12,2245.48
2024-11-16,North,Widget C,Retail,Derek,57,45.61,0.21,2053.82
2024-08-29,South,Widget A,Retail,Eva,84,35.24,0.13,2575.34
2024-02-23,North,Widget B,Retail,Charlie,98,19.68,0.15,1639.34
2024-10-03,South,Widget A,Retail,Bob,78,31.86,0.13,2162.02
2024-08-09,East,Widget B,Retail,Eva,8,18.37,0.01,145.49
2024-06-09,North,Widget D,Distributor,Eva,50,44.15,0.07,2052.98
2024-03-10,North,Widget D,Distributor,Derek,48,26.27,0.29,895.28
2024-11-27,East,Widget A,Online,Bob,19,17.04,0.06,304.33
2024-06-02,South,Widget D,Distributor,Eva,59,24.2,0.21,1127.96
2024-10-25,North,Widget D,Retail,Bob,8,16.47,0.14,113.31
2024-12-17,West,Widget C,Retail,Alice,43,36.66,0.05,1497.56
2024-03-28,South,Widget B,Online,Derek,9,43.42,0.24,296.99
2024-06-04,South,Widget C,Distributor,Eva,88,42.32,0.05,3537.95
2024-02-24,West,Widget D,Distributor,Eva,27,11.17,0.14,259.37
2024-05-20,North,Widget B,Online,Charlie,34,49.73,0.01,1673.91
2024-04-02,East,Widget A,Distributor,Derek,20,40.17,0.28,578.45
2024-04-22,East,Widget C,Retail,Alice,18,49.7,0.12,787.25
2024-06-29,East,Widget B,Online,Bob,1,17.66,0.28,12.72
2024-04-25,East,Widget B,Distributor,Charlie,41,11.56,0.01,469.22
2024-10-04,South,Widget D,Online,Alice,93,27.26,0.22,1977.44
2024-11-07,East,Widget A,Distributor,Derek,26,43.59,0.04,1088.01
2024-07-17,East,Widget C,Distributor,Bob,40,26.04,0.23,802.03
2024-10-05,South,Widget D,Distributor,Bob,93,20.21,0.09,1710.37
2024-04-21,East,Widget B,Retail,Alice,91,12.76,0.28,836.04
2024-07-13,East,Widget D,Distributor,Eva,36,37.74,0.23,1046.15
2024-01-04,East,Widget B,Online,Alice,87,11.82,0.09,935.79
2024-12-30,North,Widget C,Retail,Eva,62,31.28,0.18,1590.28
2024-07-06,South,Widget B,Online,Alice,10,18.02,0.06,169.39
2024-03-25,North,Widget D,Distributor,Charlie,86,39.17,0.29,2391.72
2024-02-07,East,Widget C,Distributor,Alice,69,40.36,0.18,2283.57
2024-01-30,South,Widget A,Online,Charlie,51,17.26,0.11,783.43
2024-02-16,South,Widget D,Distributor,Eva,54,33.63,0.2,1452.82
2024-02-28,East,Widget C,Retail,Bob,32,16.69,0.23,411.24
2024-01-09,North,Widget C,Retail,Alice,17,34.06,0.09,526.91
2024-06-01,East,Widget A,Online,Alice,65,38.34,0.05,2367.5
2024-03-21,North,Widget C,Retail,Charlie,70,46.84,0.21,2590.25
2024-06-15,North,Widget B,Online,Alice,34,42.28,0.06,1351.27
2024-05-20,South,Widget B,Online,Charlie,81,38.05,0.22,2404.0
2024-06-23,North,Widget C,Online,Alice,67,29.3,0.15,1668.64
2024-12-17,West,Widget D,Retail,Alice,83,41.29,0.04,3289.99
2024-03-18,South,Widget A,Retail,Bob,61,13.9,0.17,703.76
2024-12-04,South,Widget A,Online,Alice,40,12.07,0.15,410.38
2024-10-09,West,Widget B,Online,Charlie,19,25.86,0.04,471.69
2024-03-29,West,Widget C,Distributor,Bob,22,36.91,0.24,617.14
2024-01-07,South,Widget D,Distributor,Charlie,16,49.28,0.19,638.67
2024-11-23,West,Widget A,Online,Derek,53,22.27,0.11,1050.48
2024-04-06,North,Widget A,Retail,Eva,59,24.23,0.03,1386.68
2024-01-19,South,Widget A,Distributor,Bob,94,24.96,0.28,1689.29
2024-05-20,West,Widget B,Distributor,Charlie,54,34.04,0.3,1286.71
2024-10-06,South,Widget C,Retail,Alice,57,10.46,0.14,512.75
2024-07-20,North,Widget B,Retail,Bob,69,49.16,0.17,2815.39
2024-03-22,South,Widget D,Online,Alice,91,30.79,0.02,2745.85
2024-09-22,South,Widget A,Distributor,Bob,24,36.27,0.29,618.04
2024-10-21,East,Widget A,Distributor,Derek,91,27.21,0.21,1956.13
2024-03-24,East,Widget C,Retail,Eva,34,38.15,0.11,1154.42
2024-10-09,South,Widget A,Online,Alice,59,20.84,0.18,1008.24
2024-03-05,East,Widget B,Online,Bob,53,47.79,0.22,1975.64
2024-02-17,North,Widget C,Retail,Derek,98,24.94,0.02,2395.24
2024-10-27,West,Widget C,Online,Alice,36,47.59,0.07,1593.31
2024-03-13,North,Widget B,Retail,Alice,74,10.33,0.13,665.05
2024-08-31,East,Widget A,Distributor,Alice,28,44.45,0.25,933.45
2024-03-13,East,Widget B,Distributor,Derek,17,31.88,0.2,433.57
2024-07-30,North,Widget D,Distributor,Alice,23,12.0,0.27,201.48
2024-03-03,North,Widget A,Retail,Eva,43,19.9,0.02,838.59
2024-03-01,South,Widget C,Retail,Bob,33,36.91,0.02,1193.67
2024-10-30,East,Widget B,Retail,Charlie,36,47.31,0.16,1430.65
2024-06-22,East,Widget B,Retail,Alice,91,30.86,0.02,2752.09
2024-07-27,North,Widget A,Retail,Charlie,89,23.34,0.26,1537.17
2024-12-18,South,Widget A,Online,Bob,56,41.49,0.12,2044.63
2024-02-27,East,Widget C,Retail,Bob,40,27.7,0.19,897.48
2024-02-06,East,Widget D,Retail,Bob,63,21.7,0.13,1189.38
2024-07-03,North,Widget D,Retail,Eva,54,11.13,0.06,564.96
2024-05-08,East,Widget C,Retail,Bob,1,46.96,0.03,45.55
2024-05-12,North,Widget B,Online,Bob,71,38.82,0.25,2067.16
2024-03-23,East,Widget D,Online,Alice,68,46.98,0.13,2779.34
2024-08-21,East,Widget A,Online,Eva,63,13.07,0.26,609.32
2024-08-24,East,Widget B,Distributor,Eva,36,35.29,0.11,1130.69
2024-11-09,East,Widget D,Online,Alice,85,46.14,0.02,3843.46
2024-04-18,East,Widget C,Retail,Alice,5,37.08,0.25,139.05
2024-11-08,East,Widget B,Online,Eva,37,26.44,0.22,763.06
2024-04-21,East,Widget A,Online,Eva,66,31.28,0.24,1569.0
2024-04-03,South,Widget B,Online,Alice,32,45.63,0.07,1357.95
2024-05-17,East,Widget D,Distributor,Derek,34,30.77,0.18,857.87
2024-07-24,East,Widget C,Distributor,Charlie,15,39.98,0.17,497.75
2024-12-28,North,Widget A,Distributor,Alice,62,44.86,0.2,2225.06
2024-06-23,South,Widget A,Online,Bob,98,26.48,0.26,1920.33
2024-04-02,West,Widget C,Online,Alice,64,47.33,0.13,2635.33
2024-12-09,South,Widget A,Distributor,Eva,69,40.59,0.2,2240.57
2024-11-09,North,Widget C,Online,Alice,62,41.71,0.02,2534.3
2024-09-09,East,Widget C,Online,Eva,32,38.59,0.26,913.81
2024-11-05,West,Widget A,Online,Eva,86,43.73,0.15,3196.66
2024-04-27,North,Widget C,Retail,Eva,83,42.82,0.12,3127.57
2024-09-27,East,Widget C,Online,Alice,18,46.07,0.06,779.5
2024-08-11,West,Widget B,Retail,Derek,57,39.72,0.25,1698.03
2024-04-25,North,Widget A,Online,Bob,66,30.53,0.3,1410.49
2024-01-20,West,Widget A,Distributor,Bob,93,27.86,0.02,2539.16
2024-07-24,West,Widget D,Distributor,Derek,60,38.91,0.2,1867.68
2024-04-16,West,Widget C,Retail,Charlie,2,36.47,0.15,62.0
2024-12-13,East,Widget D,Retail,Eva,79,11.95,0.17,783.56
2024-07-19,South,Widget B,Online,Eva,62,42.12,0.16,2193.61
2024-07-27,East,Widget A,Distributor,Derek,29,25.46,0.2,590.67
2024-08-07,South,Widget A,Retail,Alice,16,40.35,0.18,529.39
2024-03-04,South,Widget D,Retail,Eva,86,40.33,0.09,3156.23
2024-09-25,East,Widget B,Distributor,Alice,40,33.99,0.26,1006.1
2024-08-09,West,Widget B,Distributor,Alice,90,37.85,0.11,3031.78
2024-12-11,East,Widget B,Retail,Alice,62,37.69,0.08,2149.84
2024-06-14,East,Widget B,Online,Alice,94,20.78,0.06,1836.12
2024-04-19,North,Widget C,Distributor,Bob,53,42.6,0.23,1738.51
2024-10-05,East,Widget B,Retail,Eva,84,24.73,0.13,1807.27
2024-09-13,North,Widget C,Retail,Eva,21,45.54,0.25,717.26
2024-11-11,West,Widget B,Retail,Alice,56,18.04,0.15,858.7
2024-09-11,North,Widget C,Online,Bob,2,39.92,0.24,60.68
2024-09-12,South,Widget D,Distributor,Derek,12,23.07,0.22,215.94
2024-03-01,South,Widget C,Online,Charlie,35,32.85,0.09,1046.27
2024-09-25,North,Widget C,Distributor,Charlie,21,41.35,0.17,720.73
2024-10-30,North,Widget C,Retail,Bob,49,40.49,0.01,1964.17
2024-07-25,West,Widget C,Retail,Charlie,3,34.98,0.26,77.66
2024-05-17,East,Widget A,Online,Eva,19,27.69,0.21,415.63
2024-06-01,West,Widget D,Distributor,Charlie,98,23.68,0.16,1949.34
2024-11-10,North,Widget C,Online,Derek,50,35.98,0.24,1367.24
2024-06-14,North,Widget B,Distributor,Charlie,61,36.99,0.2,1805.11
2024-07-28,West,Widget C,Distributor,Eva,44,30.01,0.21,1043.15
2024-12-10,North,Widget B,Retail,Charlie,65,35.44,0.18,1888.95
2024-05-22,West,Widget D,Retail,Bob,47,28.12,0.28,951.58
2024-04-21,North,Widget C,Distributor,Charlie,79,43.53,0.24,2613.54
2024-08-09,South,Widget C,Retail,Eva,77,33.38,0.25,1927.7
2024-11-17,West,Widget B,Retail,Charlie,72,13.8,0.18,814.75
2024-05-27,West,Widget A,Retail,Alice,84,45.24,0.26,2812.12
2024-11-13,East,Widget C,Online,Charlie,56,17.87,0.22,780.56
2024-03-28,West,Widget C,Online,Charlie,51,11.2,0.27,416.98
2024-08-26,East,Widget C,Online,Eva,94,15.12,0.1,1279.15
2024-11-04,East,Widget D,Online,Alice,64,45.68,0.09,2660.4
2024-01-11,South,Widget B,Distributor,Derek,58,19.17,0.14,956.2
2024-12-23,West,Widget B,Distributor,Eva,84,48.92,0.23,3164.15
2024-10-22,West,Widget D,Distributor,Charlie,64,21.98,0.07,1308.25
2024-02-29,South,Widget C,Online,Derek,13,12.5,0.06,152.75
2024-03-26,West,Widget C,Retail,Bob,31,22.1,0.17,568.63
2024-04-05,South,Widget A,Retail,Bob,40,22.14,0.09,805.9
2024-04-21,West,Widget B,Distributor,Alice,65,28.38,0.09,1678.68
2024-11-08,East,Widget B,Online,Bob,9,17.63,0.1,142.8
2024-01-18,East,Widget D,Online,Bob,15,11.8,0.04,169.92
2024-01-13,North,Widget D,Online,Derek,90,17.81,0.15,1362.46
2024-07-26,North,Widget C,Retail,Charlie,60,24.46,0.26,1086.02
2024-01-18,West,Widget C,Distributor,Derek,59,40.5,0.04,2293.92
2024-12-30,North,Widget A,Online,Charlie,77,33.17,0.15,2170.98
2024-04-04,South,Widget D,Distributor,Alice,77,36.47,0.04,2695.86
2024-04-29,West,Widget A,Retail,Charlie,28,29.63,0.12,730.08
2024-07-26,South,Widget D,Online,Alice,6,24.98,0.24,113.91
2024-09-12,East,Widget D,Online,Charlie,31,32.93,0.1,918.75
2024-11-03,North,Widget C,Online,Eva,84,19.99,0.08,1544.83
2024-01-13,North,Widget C,Retail,Bob,49,35.09,0.23,1323.95
2024-09-29,West,Widget B,Retail,Charlie,23,21.66,0.06,468.29
2024-04-20,East,Widget A,Distributor,Eva,28,40.42,0.05,1075.17
2024-01-02,South,Widget B,Distributor,Alice,30,49.98,0.23,1154.54
2024-08-08,South,Widget B,Retail,Eva,43,11.22,0.06,453.51
2024-02-24,North,Widget D,Distributor,Derek,15,46.42,0.15,591.86
2024-02-22,East,Widget D,Retail,Alice,57,27.53,0.25,1176.91
2024-01-01,West,Widget C,Distributor,Bob,80,19.5,0.01,1544.4
2024-08-24,South,Widget A,Online,Charlie,62,37.82,0.18,1922.77
2024-02-11,South,Widget C,Distributor,Charlie,95,40.91,0.07,3614.4
2024-08-08,North,Widget A,Distributor,Bob,37,39.98,0.13,1286.96
2024-07-18,North,Widget A,Distributor,Charlie,11,21.7,0.1,214.83
2024-03-03,West,Widget C,Distributor,Derek,17,36.14,0.06,577.52
2024-01-28,South,Widget B,Distributor,Eva,68,24.02,0.27,1192.35
2024-06-12,South,Widget A,Retail,Alice,60,49.6,0.09,2708.16
2024-12-20,South,Widget D,Distributor,Derek,1,13.56,0.3,9.49
2024-04-06,East,Widget D,Retail,Derek,38,12.47,0.03,459.64
2024-07-02,West,Widget C,Distributor,Eva,25,46.53,0.06,1093.46
2024-04-27,South,Widget A,Retail,Derek,64,20.92,0.05,1271.94
2024-05-31,North,Widget C,Retail,Charlie,80,41.37,0.14,2846.26
2024-04-14,North,Widget D,Retail,Bob,87,45.38,0.27,2882.08
2024-05-11,East,Widget D,Distributor,Alice,89,39.19,0.28,2511.3
2024-05-28,North,Widget D,Online,Derek,86,16.93,0.15,1237.58
2024-10-20,North,Widget C,Retail,Bob,52,39.36,0.19,1657.84
2024-03-10,North,Widget C,Distributor,Derek,91,47.26,0.25,3225.5
2024-08-01,West,Widget C,Distributor,Bob,10,23.07,0.0,230.7
2024-07-21,North,Widget D,Online,Bob,53,28.56,0.04,1453.13
2024-08-24,South,Widget A,Online,Alice,59,33.79,0.22,1555.02
2024-07-06,East,Widget B,Distributor,Derek,76,44.92,0.24,2594.58
2024-08-07,South,Widget B,Online,Bob,85,19.6,0.04,1599.36
2024-01-31,West,Widget A,Online,Eva,1,20.11,0.17,16.69
2024-06-30,South,Widget A,Distributor,Alice,22,29.09,0.11,569.58
2024-01-08,South,Widget C,Online,Alice,90,16.24,0.25,1096.2
2024-03-18,North,Widget B,Distributor,Eva,15,42.94,0.12,566.81
2024-08-28,East,Widget A,Distributor,Derek,6,37.17,0.02,218.56
2024-08-04,South,Widget B,Distributor,Eva,90,26.31,0.05,2249.5
2024-08-29,South,Widget D,Online,Alice,14,43.79,0.07,570.15
2024-02-13,East,Widget C,Distributor,Charlie,35,13.07,0.11,407.13
2024-04-09,East,Widget D,Retail,Derek,24,34.47,0.11,736.28
2024-12-28,South,Widget A,Distributor,Derek,13,31.27,0.16,341.47
2024-08-26,South,Widget D,Distributor,Derek,16,11.68,0.13,162.59
2024-10-10,West,Widget A,Retail,Charlie,8,30.1,0.22,187.82
2024-07-19,East,Widget A,Retail,Derek,57,21.43,0.03,1184.86
2024-08-17,South,Widget B,Online,Eva,93,25.93,0.13,2098.0
2024-06-21,East,Widget A,Retail,Bob,4,40.73,0.15,138.48
2024-04-15,South,Widget C,Retail,Alice,74,32.92,0.1,2192.47
2024-11-18,South,Widget C,Distributor,Alice,96,48.63,0.12,4108.26
2024-10-23,East,Widget A,Retail,Charlie,22,15.3,0.11,299.57
2024-09-03,East,Widget A,Distributor,Bob,3,49.9,0.06,140.72
2024-09-26,North,Widget B,Online,Charlie,73,17.25,0.19,1019.99
2024-06-23,North,Widget C,Distributor,Alice,28,15.22,0.17,353.71
2024-01-25,South,Widget B,Retail,Alice,58,23.62,0.24,1041.17
2024-01-25,South,Widget C,Retail,Bob,99,19.4,0.25,1440.45
2024-08-01,North,Widget C,Distributor,Alice,64,21.2,0.08,1248.26
2024-04-30,South,Widget B,Retail,Charlie,75,26.8,0.0,2010.0
2024-07-05,South,Widget D,Retail,Alice,47,19.91,0.21,739.26
2024-07-06,North,Widget D,Distributor,Bob,90,21.01,0.21,1493.81
2024-03-12,East,Widget C,Distributor,Derek,12,26.42,0.05,301.19
2024-03-03,North,Widget A,Online,Eva,90,13.81,0.14,1068.89
2024-12-14,East,Widget D,Online,Bob,71,12.05,0.15,727.22
2024-10-19,North,Widget C,Distributor,Derek,47,31.2,0.05,1393.08
2024-04-15,North,Widget D,Online,Charlie,55,16.16,0.04,853.25
2024-11-21,East,Widget D,Retail,Bob,69,43.09,0.18,2438.03
2024-10-01,East,Widget B,Online,Charlie,62,49.04,0.1,2736.43
2024-06-28,West,Widget C,Online,Charlie,19,35.92,0.26,505.04
2024-11-30,North,Widget D,Online,Derek,50,25.88,0.05,1229.3
2024-05-05,East,Widget A,Retail,Bob,68,20.83,0.02,1388.11
2024-10-24,North,Widget B,Distributor,Derek,19,16.76,0.11,283.41
2024-06-11,North,Widget A,Online,Charlie,95,28.71,0.19,2209.23
2024-05-17,South,Widget B,Online,Eva,31,37.56,0.25,873.27
2024-12-06,West,Widget C,Retail,Bob,12,11.61,0.27,101.7
2024-12-13,West,Widget A,Distributor,Derek,53,40.61,0.08,1980.14
2024-10-06,West,Widget D,Distributor,Bob,75,49.17,0.2,2950.2
2024-07-13,West,Widget C,Retail,Charlie,54,34.13,0.2,1474.42
2024-11-11,South,Widget B,Retail,Derek,25,10.74,0.14,230.91
2024-10-24,West,Widget A,Online,Alice,42,20.04,0.2,673.34
2024-08-24,South,Widget A,Retail,Charlie,27,39.37,0.1,956.69
2024-03-29,South,Widget D,Online,Derek,90,10.55,0.02,930.51
2024-08-13,West,Widget D,Distributor,Derek,66,27.06,0.16,1500.21
2024-06-07,North,Widget B,Retail,Eva,15,45.62,0.17,567.97
2024-05-04,East,Widget D,Online,Bob,78,43.59,0.04,3264.02
2024-06-10,West,Widget B,Retail,Derek,45,21.73,0.16,821.39
2024-12-01,North,Widget D,Online,Alice,45,37.19,0.28,1204.96
2024-07-13,East,Widget D,Online,Charlie,16,18.72,0.2,239.62
2024-04-13,East,Widget B,Distributor,Derek,16,46.11,0.25,553.32
2024-11-12,East,Widget B,Distributor,Derek,17,43.26,0.28,529.5
2024-04-07,North,Widget A,Distributor,Derek,87,39.16,0.23,2623.33
2024-11-30,East,Widget A,Online,Charlie,17,32.17,0.04,525.01
2024-07-08,East,Widget D,Online,Charlie,84,32.63,0.15,2329.78
2024-11-21,East,Widget A,Distributor,Bob,45,49.55,0.07,2073.67
2024-03-12,East,Widget A,Distributor,Charlie,39,49.49,0.13,1679.2
2024-02-23,South,Widget D,Distributor,Derek,46,28.55,0.1,1181.97
2024-04-20,North,Widget A,Retail,Eva,84,37.29,0.09,2850.45
2024-06-09,East,Widget D,Distributor,Eva,91,14.78,0.17,1116.33
2024-10-02,North,Widget C,Distributor,Charlie,91,34.77,0.06,2974.23
2024-07-06,North,Widget B,Distributor,Eva,86,19.3,0.07,1543.61
2024-07-18,South,Widget B,Distributor,Bob,23,33.42,0.16,645.67
2024-01-20,West,Widget C,Distributor,Charlie,12,28.97,0.02,340.69
2024-09-23,South,Widget B,Distributor,Charlie,38,30.93,0.08,1081.31
2024-08-17,North,Widget B,Online,Charlie,72,33.33,0.22,1871.81
2024-09-19,East,Widget C,Online,Derek,25,38.02,0.23,731.89
2024-05-19,East,Widget C,Online,Eva,46,39.3,0.28,1301.62
2024-09-25,North,Widget A,Retail,Alice,4,25.84,0.23,79.59
2024-05-01,East,Widget D,Retail,Alice,87,41.6,0.1,3257.28
2024-08-22,East,Widget A,Retail,Alice,54,28.67,0.02,1517.22
2024-09-26,South,Widget C,Retail,Derek,17,14.25,0.03,234.98
2024-04-02,North,Widget C,Retail,Alice,51,10.01,0.18,418.62
2024-06-29,West,Widget B,Retail,Alice,7,35.95,0.29,178.67
2024-06-17,South,Widget B,Online,Eva,50,26.06,0.1,1172.7
2024-01-01,West,Widget A,Retail,Derek,17,34.8,0.21,467.36
2024-09-16,North,Widget C,Retail,Bob,73,13.94,0.03,987.09
2024-10-18,South,Widget D,Distributor,Charlie,27,33.71,0.04,873.76
2024-06-04,West,Widget A,Distributor,Charlie,59,24.86,0.18,1202.73
2024-02-08,West,Widget B,Retail,Alice,4,18.03,0.09,65.63
2024-03-06,West,Widget D,Retail,Derek,18,22.28,0.06,376.98
